acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
0.308,0.698,295867.0,0.8270000000000001,0.0,F#,0.0314,-5.506,Major,0.0503,88.191,0.639,Jazz
0.928,0.236,176973.0,0.173,0.000623,F#,0.239,-13.844,Major,0.0319,82.34200000000001,0.2789999999999999,Jazz
0.00673,0.185,238960.0,0.595,0.0669,B,0.107,-9.05,Major,0.0557,105.874,0.163,Jazz
0.599,0.674,292044.0,0.355,0.0408,B,0.374,-11.623,Minor,0.0491,155.995,0.3339999999999999,Jazz
0.978,0.452,64168.0,0.0785,0.914,A,0.106,-23.385,Minor,0.0764,201.773,0.588,Jazz
0.421,0.62,438905.0,0.856,0.866,G,0.133,-8.293,Minor,0.111,111.563,0.579,Jazz
0.959,0.3979999999999999,320200.0,0.13,0.105,F#,0.115,-19.584,Minor,0.0438,150.174,0.247,Jazz
0.0204,0.72,257667.0,0.483,0.0185,G#,0.0677,-8.554,Major,0.0265,114.917,0.481,Jazz
0.66,0.772,261333.0,0.645,1.4499999999999998e-05,F,0.142,-8.32,Minor,0.0465,93.876,0.968,Jazz
0.703,0.629,245053.0,0.366,0.233,A#,0.11,-11.297,Minor,0.0452,80.02,0.431,Jazz
0.0872,0.375,-1.0,0.426,0.88,G#,0.108,-14.459,Major,0.0517,96.239,0.669,Jazz
0.906,0.7979999999999999,178200.0,0.241,0.3929999999999999,A,0.1169999999999999,-15.654000000000002,Major,0.0739,80.142,0.3879999999999999,Jazz
0.843,0.506,187280.0,0.307,3.93e-06,F,0.1119999999999999,-11.211,Major,0.0337,111.688,0.183,Jazz
0.452,0.5720000000000001,290187.0,0.355,0.0016,A,0.144,-12.863,Minor,0.0286,83.052,0.51,Jazz
0.982,0.532,224360.0,0.222,0.911,A,0.108,-20.414,Major,0.0292,137.727,0.6709999999999999,Jazz
0.909,0.525,119179.0,0.26,0.94,D,0.306,-22.534,Major,0.0458,100.028,0.2,Jazz
0.298,0.6940000000000001,356640.0,0.6970000000000001,0.00027,A#,0.0561,-6.521,Minor,0.0598,138.244,0.907,Jazz
0.102,0.324,368533.0,0.542,0.0154,A,0.34,-9.63,Major,0.103,158.089,0.409,Jazz
0.4379999999999999,0.7170000000000001,-1.0,0.3989999999999999,0.000554,A,0.0322,-13.877,Minor,0.0317,88.816,0.753,Jazz
0.954,0.49,339640.0,0.122,0.195,G#,0.125,-16.02,Major,0.0358,63.476000000000006,0.223,Jazz
0.283,0.6779999999999999,391360.0,0.619,0.731,C,0.0549,-10.824000000000002,Major,0.0425,113.867,0.492,Jazz
0.314,0.85,222627.0,0.466,0.0234,C#,0.129,-15.673,Major,0.0555,109.936,0.86,Jazz
0.769,0.387,157040.0,0.5589999999999999,0.000636,D,0.172,-8.234,Major,0.0509,178.043,0.664,Jazz
0.846,0.6990000000000001,72000.0,0.258,0.525,G#,0.201,-12.411,Major,0.0455,119.615,0.672,Jazz
0.485,0.6990000000000001,253693.0,0.53,9.87e-06,G,0.0554,-11.52,Minor,0.0373,135.70600000000002,0.922,Jazz
0.000856,0.366,196720.0,0.962,0.000339,B,0.0416,-4.072,Major,0.191,140.313,0.444,Jazz
0.701,0.631,159993.0,0.607,0.28,G#,0.0791,-12.355,Major,0.0363,112.714,0.836,Jazz
0.0175,0.693,153495.0,0.6990000000000001,0.282,C#,0.405,-7.688,Major,0.0532,85.994,0.471,Jazz
0.018,0.746,258268.0,0.617,0.7709999999999999,G,0.33,-9.42,Major,0.0371,105.048,0.677,Jazz
0.989,0.627,297533.0,0.19,0.875,A#,0.113,-15.454,Major,0.0416,120.519,0.118,Jazz
0.91,0.649,368595.0,0.4639999999999999,0.926,B,0.111,-11.497,Major,0.0378,120.996,0.233,Jazz
0.183,0.797,260600.0,0.555,0.57,F,0.0748,-9.247,Major,0.0482,97.975,0.746,Jazz
0.66,0.585,171773.0,0.4539999999999999,0.0,G,0.586,-9.366,Major,0.288,103.573,0.654,Jazz
0.0525,0.807,196129.0,0.8270000000000001,0.947,D,0.0799,-5.9270000000000005,Major,0.0843,93.066,0.604,Jazz
0.106,0.422,278347.0,0.574,0.00209,B,0.221,-11.334,Major,0.0337,105.337,0.767,Jazz
0.0629,0.605,193093.0,0.644,0.884,C,0.102,-7.914,Minor,0.0256,104.0,0.956,Jazz
0.132,0.482,199320.0,0.557,0.731,A,0.201,-7.645,Minor,0.0487,135.36700000000002,0.54,Jazz
0.759,0.603,-1.0,0.396,0.856,B,0.275,-12.765,Major,0.034,95.0,0.198,Jazz
5.05e-06,0.373,246430.0,0.959,0.0218,C#,0.636,-3.513,Major,0.13,100.047,0.2689999999999999,Jazz
0.81,0.516,256467.0,0.306,0.305,F,0.178,-15.786,Minor,0.0356,138.77700000000002,0.496,Jazz
0.626,0.509,265173.0,0.82,1.19e-05,A,0.3329999999999999,-4.087,Major,0.173,63.068000000000005,0.953,Jazz
0.833,0.759,176373.0,0.207,0.821,F#,0.231,-17.968,Major,0.054,150.016,0.446,Jazz
0.0914,0.657,256313.0,0.779,0.882,G#,0.142,-10.357,Major,0.0325,90.0,0.569,Jazz
0.635,0.522,251600.0,0.379,0.925,E,0.114,-14.095999999999998,Minor,0.0286,133.69799999999998,0.4539999999999999,Jazz
0.816,0.332,301880.0,0.135,0.861,E,0.0887,-22.139,Minor,0.0463,88.29299999999999,0.0914,Jazz
0.1169999999999999,0.6629999999999999,242067.0,0.7290000000000001,0.0138,E,0.672,-10.704,Major,0.0556,106.213,0.963,Jazz
0.927,0.472,151533.0,0.217,1.81e-06,G,0.352,-13.853,Major,0.0295,136.991,0.556,Jazz
0.727,0.607,399200.0,0.475,0.0014,C#,0.163,-9.929,Major,0.0448,85.134,0.61,Jazz
0.77,0.684,-1.0,0.502,0.737,C,0.0961,-17.233,Major,0.0344,136.22299999999998,0.79,Jazz
0.471,0.492,-1.0,0.201,0.8290000000000001,C#,0.109,-9.603,Minor,0.216,169.482,0.569,Jazz
0.461,0.481,180333.0,0.472,0.0,C,0.102,-6.504,Major,0.0711,171.923,0.6990000000000001,Jazz
0.318,0.638,125067.0,0.0703,0.937,C,0.107,-12.257,Major,0.165,77.366,0.648,Jazz
0.161,0.804,278600.0,0.4029999999999999,2.01e-06,G#,0.5329999999999999,-6.027,Major,0.41,82.646,0.611,Jazz
0.148,0.669,291773.0,0.57,0.0152,G#,0.129,-9.383,Minor,0.0241,94.489,0.924,Jazz
0.604,0.348,184853.0,0.369,0.00137,D,0.207,-9.444,Major,0.0394,131.80700000000002,0.293,Jazz
0.042,0.8140000000000001,267363.0,0.5920000000000001,0.0,F#,0.0712,-7.001,Major,0.309,90.009,0.904,Jazz
0.1689999999999999,0.645,-1.0,0.498,0.848,G,0.139,-14.125,Minor,0.0447,87.985,0.743,Jazz
0.988,0.349,144960.0,0.0414,0.0020399999999999,F#,0.0823,-22.999,Minor,0.0355,100.497,0.2,Jazz
0.6559999999999999,0.784,-1.0,0.424,0.0033799999999999,E,0.131,-14.928,Minor,0.0399,132.409,0.919,Jazz
0.337,0.5,349827.0,0.623,0.0060799999999999,D#,0.6890000000000001,-9.083,Major,0.149,99.493,0.721,Jazz
0.0163,0.6920000000000001,182563.0,0.604,0.0002379999999999,B,0.181,-6.968999999999999,Major,0.0344,94.999,0.47,Jazz
0.994,0.411,232320.0,0.175,0.946,F,0.103,-13.995,Major,0.0433,71.632,0.171,Jazz
0.451,0.835,138795.0,0.191,0.914,G,0.107,-8.619,Major,0.354,83.1,0.474,Jazz
0.954,0.546,376640.0,0.355,0.92,F,0.0891,-10.199,Minor,0.0368,81.054,0.5,Jazz
0.437,0.568,603413.0,0.5429999999999999,0.0133,C,0.107,-10.975,Minor,0.038,124.001,0.544,Jazz
0.931,0.406,251000.0,0.107,1.56e-05,E,0.111,-12.207,Minor,0.0358,116.259,0.242,Jazz
0.855,0.535,230573.0,0.341,8.26e-05,A,0.104,-15.754,Minor,0.0378,94.767,0.483,Jazz
0.638,0.439,622000.0,0.529,6.07e-06,B,0.102,-13.224,Minor,0.0971,146.735,0.705,Jazz
0.3279999999999999,0.7,216680.0,0.723,0.741,F,0.0852,-6.9110000000000005,Minor,0.0318,96.013,0.885,Jazz
0.0002569999999999,0.631,270133.0,0.873,0.628,G,0.287,-6.4910000000000005,Major,0.0309,122.03,0.3879999999999999,Jazz
0.618,0.7759999999999999,159000.0,0.5589999999999999,0.633,G,0.12,-8.926,Major,0.046,89.016,0.5589999999999999,Jazz
0.973,0.4379999999999999,354667.0,0.0172,0.557,A,0.0815,-23.66,Major,0.0384,101.01,0.136,Jazz
0.00134,0.534,286988.0,0.7140000000000001,0.8809999999999999,C,0.0809,-9.262,Major,0.0998,146.365,0.823,Jazz
0.618,0.816,163538.0,0.523,0.411,C,0.0681,-9.937,Major,0.0586,125.723,0.949,Jazz
0.0876,0.731,141441.0,0.812,0.495,F#,0.157,-3.554,Major,0.223,95.035,0.821,Jazz
0.146,0.809,348467.0,0.56,9.42e-05,G,0.0835,-8.644,Minor,0.0612,116.993,0.825,Jazz
0.0104,0.768,247787.0,0.654,0.882,A#,0.195,-6.849,Minor,0.044,99.985,0.482,Jazz
0.768,0.434,443480.0,0.301,0.00132,C,0.241,-15.755,Major,0.0447,85.82,0.315,Jazz
0.0321,0.525,311080.0,0.476,0.0,A,0.5660000000000001,-13.202,Minor,0.0531,88.943,0.37,Jazz
0.648,0.7140000000000001,136413.0,0.124,0.816,D#,0.104,-11.168,Minor,0.165,93.099,0.65,Jazz
0.501,0.487,284840.0,0.395,0.0279999999999999,D,0.0775,-12.877,Minor,0.0279,84.79700000000001,0.296,Jazz
0.847,0.6459999999999999,188627.0,0.244,0.001,C,0.113,-15.07,Major,0.0458,84.943,0.433,Jazz
0.208,0.7759999999999999,352573.0,0.7859999999999999,0.8390000000000001,F,0.11,-6.976,Minor,0.045,98.998,0.669,Jazz
0.451,0.795,-1.0,0.969,0.000356,G#,0.0944,-3.692,Major,0.273,132.977,0.716,Jazz
0.00557,0.634,190987.0,0.547,0.743,D,0.0843,-9.368,Major,0.0448,86.884,0.467,Jazz
0.0215,0.677,123267.0,0.695,0.923,F,0.289,-4.492,Minor,0.151,95.012,0.5579999999999999,Jazz
0.851,0.384,224573.0,0.225,0.00547,G,0.13,-12.159,Major,0.0281,153.488,0.154,Jazz
0.00434,0.805,246667.0,0.7759999999999999,0.0002299999999999,F,0.0473,-5.632000000000001,Minor,0.0553,109.013,0.911,Jazz
0.557,0.5589999999999999,440667.0,0.488,0.0621,F,0.0848,-6.976,Minor,0.0301,121.924,0.624,Jazz
0.0005769999999999,0.7709999999999999,178240.0,0.653,0.509,D,0.0639,-8.104,Minor,0.0282,127.97,0.802,Jazz
0.302,0.66,140764.0,0.5660000000000001,0.093,D,0.113,-8.81,Minor,0.2,81.995,0.695,Jazz
0.917,0.477,268147.0,0.0893,5.13e-05,F,0.138,-16.836,Major,0.0365,104.861,0.238,Jazz
0.875,0.435,179373.0,0.36,4.49e-05,G,0.131,-9.571,Minor,0.0342,108.748,0.32,Jazz
0.937,0.687,166000.0,0.53,0.76,D,0.121,-10.713,Major,0.0324,140.749,0.8270000000000001,Jazz
0.0469,0.544,287680.0,0.7170000000000001,0.0517,E,0.0508,-9.712,Minor,0.0438,170.43900000000002,0.598,Jazz
0.7659999999999999,0.584,248040.0,0.539,0.00842,C,0.308,-9.233,Minor,0.044,93.042,0.462,Jazz
0.0441,0.6559999999999999,355987.0,0.755,0.78,G,0.113,-7.952000000000001,Minor,0.07,93.419,0.927,Jazz
0.637,0.633,282707.0,0.2769999999999999,0.86,C,0.184,-15.59,Major,0.0329,106.591,0.486,Jazz
0.705,0.625,300707.0,0.373,4.95e-05,A,0.0699,-12.718,Minor,0.0315,81.03399999999999,0.486,Jazz
0.945,0.426,1192333.0,0.276,0.871,G#,0.108,-15.045,Minor,0.0357,132.244,0.0493,Jazz
0.188,0.831,262427.0,0.431,0.000217,F#,0.123,-9.82,Major,0.346,87.955,0.6509999999999999,Jazz
0.536,0.66,211680.0,0.711,0.0,A#,0.0797,-5.519,Minor,0.268,138.815,0.608,Jazz
0.000278,0.7659999999999999,349613.0,0.857,0.6609999999999999,G,0.604,-7.154,Major,0.0921,103.99,0.591,Jazz
0.778,0.478,150267.0,0.341,9.73e-06,A#,0.254,-13.18,Major,0.0286,105.107,0.62,Jazz
0.636,0.436,622000.0,0.529,1.22e-05,B,0.0849,-13.818,Minor,0.103,147.361,0.685,Jazz
0.889,0.759,333281.0,0.475,0.8079999999999999,F,0.3429999999999999,-9.69,Minor,0.0398,101.475,0.627,Jazz
0.797,0.742,316378.0,0.287,0.622,G#,0.0988,-10.569,Major,0.0371,118.947,0.23,Jazz
0.0515,0.7390000000000001,148594.0,0.825,0.852,F,0.119,-6.303999999999999,Major,0.0506,98.029,0.76,Jazz
0.983,0.63,113373.0,0.2739999999999999,0.8959999999999999,D#,0.0968,-10.883,Major,0.103,82.249,0.42,Jazz
0.976,0.52,185307.0,0.0503,1.22e-06,F,0.123,-14.661,Major,0.0433,105.371,0.296,Jazz
0.611,0.622,338693.0,0.375,0.000294,C,0.711,-11.803,Major,0.033,129.691,0.368,Jazz
0.557,0.474,106000.0,0.405,0.00261,F,0.133,-12.79,Major,0.335,158.91899999999998,0.18,Jazz
0.367,0.5660000000000001,513320.0,0.7040000000000001,0.0,F,0.175,-5.606,Major,0.0406,104.983,0.833,Jazz
0.31,0.68,-1.0,0.623,0.759,E,0.127,-7.216,Minor,0.0328,91.809,0.312,Jazz
0.934,0.726,178827.0,0.498,0.875,F#,0.106,-7.92,Minor,0.0848,122.824,0.807,Jazz
0.562,0.407,312651.0,0.73,0.0,A#,0.0986,-5.448,Minor,0.0612,127.697,0.142,Jazz
0.986,0.397,172347.0,0.05,0.4529999999999999,A#,0.108,-18.415,Major,0.0411,95.824,0.2269999999999999,Jazz
0.993,0.359,181973.0,0.124,0.0113,F#,0.141,-16.539,Minor,0.0393,88.934,0.1889999999999999,Jazz
0.216,0.746,328266.0,0.855,0.845,C#,0.0882,-7.097,Minor,0.0412,125.954,0.5820000000000001,Jazz
0.119,0.624,234187.0,0.487,0.000105,B,0.376,-9.387,Minor,0.0668,81.98200000000001,0.238,Jazz
0.0497,0.6970000000000001,302333.0,0.696,0.32,A,0.0473,-9.448,Major,0.0325,103.14,0.867,Jazz
0.368,0.865,101090.0,0.264,0.716,D,0.118,-10.345,Major,0.19,86.03399999999999,0.455,Jazz
0.0281,0.6559999999999999,307328.0,0.653,0.858,F#,0.1119999999999999,-11.883,Minor,0.0396,117.999,0.1989999999999999,Jazz
0.8029999999999999,0.682,147692.0,0.4479999999999999,0.927,G#,0.108,-15.451,Minor,0.0349,130.05,0.784,Jazz
0.82,0.599,369387.0,0.444,0.000474,F,0.122,-8.648,Minor,0.044,142.812,0.508,Jazz
0.792,0.6579999999999999,233560.0,0.623,0.809,A,0.151,-7.861000000000001,Minor,0.0498,107.012,0.6559999999999999,Jazz
0.449,0.455,256027.0,0.165,0.0,A#,0.114,-16.631,Major,0.0443,114.646,0.44,Jazz
0.732,0.442,176573.0,0.391,0.0814,A,0.168,-22.319000000000003,Minor,0.0316,155.882,0.7290000000000001,Jazz
0.0316,0.447,-1.0,0.748,0.0,E,0.314,-7.261,Minor,0.247,87.95,0.568,Jazz
0.315,0.918,286259.0,0.644,0.236,C,0.142,-7.656000000000001,Major,0.252,137.588,0.7140000000000001,Jazz
0.787,0.541,475200.0,0.186,0.914,A,0.0905,-21.91,Minor,0.0324,136.965,0.762,Jazz
0.773,0.38,-1.0,0.511,6.69e-06,C#,0.212,-9.654,Major,0.039,123.8,0.565,Jazz
0.122,0.45,479413.0,0.81,0.00963,C#,0.0412,-9.762,Major,0.0472,101.568,0.86,Jazz
0.275,0.667,284148.0,0.73,0.737,A,0.359,-7.921,Minor,0.0267,99.001,0.743,Jazz
0.8270000000000001,0.585,80656.0,0.2289999999999999,0.897,F#,0.12,-9.554,Minor,0.0306,106.833,0.2769999999999999,Jazz
0.841,0.6659999999999999,212160.0,0.303,0.000711,B,0.0971,-11.028,Minor,0.0356,81.92299999999999,0.342,Jazz
0.0525,0.504,211394.0,0.679,0.853,D,0.14,-11.771,Major,0.135,107.244,0.527,Jazz
0.465,0.627,242000.0,0.386,0.0,F#,0.0983,-7.342,Major,0.126,175.08700000000002,0.497,Jazz
0.0343,0.5379999999999999,231347.0,0.743,0.00187,E,0.103,-5.928,Minor,0.0515,127.809,0.316,Jazz
7.96e-05,0.273,269213.0,0.895,0.831,G,0.108,-6.2860000000000005,Major,0.0882,187.954,0.226,Jazz
0.0377,0.72,567459.0,0.7909999999999999,0.73,G,0.504,-6.902,Minor,0.0361,95.01,0.535,Jazz
0.7140000000000001,0.537,130991.0,0.406,0.898,A,0.113,-9.447,Minor,0.254,88.685,0.501,Jazz
0.8109999999999999,0.6459999999999999,139600.0,0.252,0.00123,D,0.103,-17.362000000000002,Minor,0.0394,99.639,0.6559999999999999,Jazz
0.431,0.485,190547.0,0.63,0.0,A,0.235,-8.841000000000001,Major,0.0325,137.335,0.39,Jazz
0.939,0.3879999999999999,-1.0,0.276,0.915,F,0.0784,-17.168,Major,0.0374,92.415,0.191,Jazz
0.186,0.818,219694.0,0.873,0.0,C#,0.581,-1.002,Minor,0.321,92.302,0.598,Jazz
0.941,0.8079999999999999,138960.0,0.412,0.912,D,0.107,-11.968,Minor,0.0404,107.505,0.83,Jazz
0.975,0.407,185187.0,0.0293,1.6800000000000002e-05,D,0.0997,-18.177,Minor,0.0378,135.039,0.206,Jazz
0.315,0.7190000000000001,171000.0,0.337,0.0,C,0.114,-11.525,Major,0.043,94.599,0.88,Jazz
0.345,0.276,193800.0,0.254,0.1639999999999999,F,0.45,-17.086,Minor,0.0329,140.674,0.361,Jazz
0.81,0.493,182293.0,0.474,0.000342,C,0.0887,-9.817,Major,0.071,203.46400000000003,0.7120000000000001,Jazz
0.114,0.647,108125.0,0.198,0.867,G#,0.0979,-12.563,Major,0.0777,80.01,0.272,Jazz
0.992,0.447,1004627.0,0.163,0.7759999999999999,G#,0.654,-14.835,Major,0.0707,74.933,0.1969999999999999,Jazz
0.6779999999999999,0.73,163933.0,0.43,1.99e-06,G,0.179,-8.232000000000001,Minor,0.0434,123.472,0.5720000000000001,Jazz
0.206,0.772,213133.0,0.662,0.56,A,0.0776,-7.009,Minor,0.0306,118.401,0.696,Jazz
0.996,0.541,-1.0,0.0112,0.956,D#,0.181,-24.44,Major,0.177,74.301,0.505,Jazz
0.73,0.525,369227.0,0.71,0.0001139999999999,C,0.481,-5.678999999999999,Minor,0.0726,123.762,0.927,Jazz
0.487,0.437,1204853.0,0.516,0.426,C,0.176,-10.29,Major,0.0402,85.05799999999999,0.324,Jazz
0.6809999999999999,0.476,370640.0,0.691,0.0,A,0.0809,-3.844,Minor,0.0316,94.233,0.691,Jazz
0.275,0.491,179467.0,0.389,1.24e-06,G,0.256,-15.245,Major,0.0318,86.62200000000001,0.46,Jazz
0.3429999999999999,0.867,219560.0,0.79,0.0131,C#,0.245,-5.424,Major,0.0518,110.048,0.8140000000000001,Jazz
0.267,0.353,230173.0,0.484,0.0113,C,0.525,-13.296,Major,0.0521,80.71600000000001,0.163,Jazz
0.172,0.8809999999999999,-1.0,0.951,0.00885,B,0.093,-5.669,Minor,0.18,126.954,0.732,Jazz
0.502,0.517,333213.0,0.341,0.0258,D,0.106,-13.422,Minor,0.0597,110.311,0.373,Jazz
0.6679999999999999,0.423,145440.0,0.494,0.0753,E,0.103,-14.248,Minor,0.0629,172.715,0.526,Jazz
0.614,0.523,380447.0,0.364,0.731,F,0.0816,-13.538,Minor,0.0645,116.292,0.795,Jazz
0.0293,0.687,259464.0,0.731,0.00836,G#,0.163,-7.774,Major,0.108,110.957,0.601,Jazz
0.92,0.487,217572.0,0.211,8.01e-05,D,0.1119999999999999,-12.475,Minor,0.0336,101.794,0.288,Jazz
0.957,0.385,181373.0,0.102,3.73e-05,G#,0.1119999999999999,-13.165,Major,0.0325,98.364,0.204,Jazz
0.8909999999999999,0.503,-1.0,0.307,0.0269,D#,0.0378,-10.117,Major,0.0543,78.709,0.3879999999999999,Jazz
7.979999999999999e-05,0.674,233947.0,0.892,0.858,C#,0.0838,-9.798,Major,0.0314,95.429,0.78,Jazz
0.973,0.6970000000000001,217867.0,0.249,0.0277,A#,0.106,-12.417,Major,0.0518,111.3,0.69,Jazz
0.363,0.655,300745.0,0.679,0.00288,C#,0.0381,-7.662999999999999,Major,0.0457,88.65299999999999,0.937,Jazz
0.512,0.259,-1.0,0.473,1.5e-06,F#,0.4,-10.187,Major,0.0324,84.897,0.2319999999999999,Jazz
0.00257,0.288,-1.0,0.802,0.78,G#,0.3429999999999999,-8.4,Major,0.0493,120.21,0.13,Jazz
0.706,0.444,326040.0,0.305,0.897,G,0.1119999999999999,-14.263,Major,0.0356,119.574,0.406,Jazz
0.317,0.795,269095.0,0.497,0.8690000000000001,A,0.0646,-10.718,Minor,0.089,90.843,0.318,Jazz
0.513,0.723,61928.0,0.135,0.911,B,0.113,-22.87,Minor,0.159,79.931,0.54,Jazz
0.273,0.754,277840.0,0.615,0.462,A,0.0916,-7.399,Minor,0.0307,100.011,0.7390000000000001,Jazz
0.336,0.418,385733.0,0.236,6.19e-06,E,0.0681,-17.719,Minor,0.0346,110.57,0.165,Jazz
0.239,0.64,214973.0,0.742,0.0,F#,0.304,-8.336,Major,0.124,152.934,0.861,Jazz
0.133,0.6809999999999999,208227.0,0.72,0.858,C#,0.352,-7.51,Major,0.0399,100.965,0.706,Jazz
0.7959999999999999,0.602,145933.0,0.324,0.0,A#,0.0597,-11.427,Major,0.0541,105.839,0.539,Jazz
0.5920000000000001,0.71,475639.0,0.8320000000000001,0.924,E,0.098,-9.759,Minor,0.0371,128.99,0.282,Jazz
0.57,0.7240000000000001,-1.0,0.524,0.621,G,0.0772,-9.169,Minor,0.0292,95.04,0.6829999999999999,Jazz
0.991,0.356,164800.0,0.351,0.871,C#,0.0955,-17.689,Minor,0.0275,110.197,0.33,Jazz
0.7929999999999999,0.532,413427.0,0.369,0.00609,F,0.0819,-10.255,Major,0.0407,120.192,0.236,Jazz
0.406,0.617,271440.0,0.757,1.41e-06,F#,0.0301,-3.602,Major,0.0325,98.054,0.906,Jazz
0.0337,0.825,201412.0,0.635,0.0237,C,0.129,-6.629,Major,0.039,120.995,0.503,Jazz
0.0236,0.883,311480.0,0.812,0.7190000000000001,A,0.291,-6.367000000000001,Minor,0.0945,103.477,0.667,Jazz
0.345,0.583,175733.0,0.7070000000000001,0.0,D,0.385,-6.289,Minor,0.148,106.604,0.75,Jazz
0.262,0.7120000000000001,-1.0,0.428,0.952,A,0.12,-10.674,Minor,0.142,101.403,0.509,Jazz
0.586,0.872,120000.0,0.142,0.0752,A,0.111,-10.473,Minor,0.537,88.171,0.528,Jazz
0.75,0.7020000000000001,297240.0,0.5,0.857,C,0.0884,-10.451,Minor,0.0331,91.225,0.588,Jazz
0.985,0.616,195440.0,0.2739999999999999,0.508,D#,0.1159999999999999,-12.058,Major,0.048,84.729,0.51,Jazz
0.3939999999999999,0.616,338627.0,0.598,0.0,B,0.102,-5.865,Minor,0.455,136.482,0.723,Jazz
0.5379999999999999,0.687,-1.0,0.5429999999999999,0.922,A,0.0803,-11.011,Minor,0.0488,89.78399999999999,0.942,Jazz
0.906,0.452,96000.0,0.2689999999999999,0.813,D#,0.1689999999999999,-17.182000000000002,Major,0.0386,79.922,0.125,Jazz
