agent_id,call_type_id,call_time
1001,2,7.79
1001,2,10.16
1001,2,6.15
1001,2,7.64
1001,2,20.1
1001,3,14.53
1001,3,12.39
1001,3,14.13
1001,3,11.19
1001,3,6.14
1001,3,6.37
1001,3,6.45
1001,3,7.35
1001,3,8.62
1001,3,14.97
1001,3,14.41
1001,3,15.28
1001,3,7.07
1001,3,13.87
1001,3,9.46
1001,3,9.07
1001,3,7.32
1001,3,6.37
1001,3,7.23
1001,3,7.57
1001,3,8.06
1001,3,8.13
1001,3,5.55
1001,3,7.45
1001,3,6.63
1001,3,15.43
1001,3,7.28
1001,3,11.17
1001,3,9.62
1001,3,8.41
1001,3,9.18
1001,3,6.18
1001,3,9.86
1001,3,9.62
1001,3,10.3
1001,3,7.27
1001,3,6.93
1001,3,13.81
1001,3,6.81
1001,3,9.92
1001,3,14.56
1001,3,12.05
1001,3,5.39
1001,3,8.83
1001,3,7.45
1001,3,6.34
1001,3,12.12
1001,3,6.51
1001,3,5.87
1001,3,8.82
1001,3,11.23
1001,3,9.18
1001,3,5.5
1001,3,8.46
1001,3,6.43
1001,3,8.36
1001,3,12.46
1001,3,11.75
1001,3,12.46
1001,3,6.44
1001,3,5.95
1001,3,5.61
1001,3,12.92
1001,3,5.81
1001,3,7.91
1001,3,5.84
1001,3,7.84
1001,3,11.17
1001,3,15.4
1001,3,6.34
1001,3,9.47
1001,3,10.8
1001,3,8.54
1001,3,7
1001,3,11.36
1001,3,10.83
1001,3,10.54
1001,3,15.47
1001,3,11.82
1001,3,8.55
1001,3,6.64
1001,3,8.94
1001,3,8.85
1001,3,14.39
1001,3,7.07
1001,3,14.74
1001,3,9.35
1001,3,14.06
1001,3,7.07
1001,3,6.06
1001,3,11.58
1001,3,9.77
1001,3,7.89
1001,3,8.58
1001,3,11.05
1001,3,12.5
1001,3,7.63
1001,3,6
1001,3,11.15
1001,3,11.4
1001,3,7.05
1001,3,8.87
1001,3,10.34
1001,3,6.78
1001,3,6.8
1001,3,13.47
1001,3,9.81
1001,3,11.92
1001,3,5.38
1001,3,8.41
1001,3,11.95
1001,3,9.77
1001,3,10.34
1001,3,10.83
1001,3,14.39
1001,3,12.18
1001,3,7.45
1001,3,8.9
1001,3,6.33
1001,3,10.85
1001,3,11.93
1001,3,7.1
1001,3,9.23
1001,3,10.91
1001,3,8.11
1001,3,15.25
1001,3,7.39
1001,3,7.72
1001,3,11.43
1001,3,12.33
1001,3,8.95
1001,3,10.13
1001,4,14.6
1001,4,12.41
1001,4,11.71
1001,4,5.24
1001,4,5.41
1001,4,4.87
1001,4,3.11
1001,4,13.22
1001,4,11.77
1001,4,6.18
1001,4,3.58
1001,4,5.78
1001,4,4.69
1001,4,7.46
1001,4,14.88
1001,4,7.16
1001,4,4.65
1001,4,8.76
1001,4,8.73
1001,4,6.79
1001,4,3.75
1001,4,14.82
1001,4,14.59
1001,4,5.72
1001,4,3.14
1001,4,14.48
1001,4,4.88
1001,4,9.22
1001,4,9.4
1001,4,8.22
1001,4,12.51
1001,4,7.81
1001,4,10.69
1001,4,5.04
1001,4,11.14
1001,4,5.4
1001,4,5.69
1001,4,14.47
1001,4,7.71
1001,4,4.21
1001,4,10.99
1001,4,7.66
1001,4,9.7
1001,4,7.9
1001,4,9.85
1001,4,4.32
1001,4,5.79
1001,4,7.07
1001,4,10.71
1001,4,8.97
1001,4,11.8
1001,4,4.9
1001,4,6.79
1001,4,8.12
1001,4,14.38
1001,4,6.11
1001,4,10.99
1001,4,4.26
1001,4,7.4
1001,4,14.47
1001,4,9.06
1001,4,10.12
1001,4,6.35
1001,4,13.45
1001,4,16.08
1001,4,6.54
1001,4,5.99
1001,4,9.7
1001,4,13.7
1001,4,4.13
1001,4,4
1001,4,4.49
1001,4,4.52
1001,4,6.21
1001,4,15.1
1001,4,4.03
1001,4,10.15
1001,4,8.11
1001,4,5.95
1001,4,3.69
1001,4,3.21
1001,4,7.53
1001,4,14.87
1001,4,9.8
1001,4,5.32
1001,4,8.14
1001,4,10.79
1001,4,10.01
1001,4,7.05
1001,4,3.9
1001,4,5.05
1001,4,14.46
1001,4,8.24
1001,4,6.47
1001,4,8.39
1001,4,7.8
1001,4,15.05
1001,4,15.78
1001,4,8.53
1001,4,4.28
1001,4,5.92
1001,4,3.56
1001,4,6.77
1001,4,5.12
1001,4,9.51
1001,4,4.75
1001,4,6.92
1001,4,7.17
1001,4,5.84
1001,4,5.48
1001,4,6.03
1001,4,13.79
1001,4,7.66
1001,4,6.3
1001,4,8.94
1001,4,4.26
1001,4,15.62
1001,4,7.93
1001,4,12.41
1001,4,4.69
1001,4,4.45
1001,4,5.15
1001,4,10.61
1001,4,5.9
1001,4,3.66
1001,4,5.3
1001,4,4.81
1001,4,6.08
1001,4,5.66
1001,4,11.44
1001,4,13.24
1001,4,9.01
1001,4,9.59
1001,4,4.76
1001,4,7.78
1001,4,7.36
1001,4,11.64
1001,4,13.8
1001,4,4.99
1001,4,5.88
1001,4,9.11
1001,4,7.94
1001,4,6.41
1001,4,5.24
1001,4,5.21
1001,4,13.21
1001,4,11.87
1001,4,8.49
1001,4,13.17
1001,4,13.71
1001,4,11.83
1001,4,5.19
1001,4,9.47
1001,4,4.84
1001,4,10.8
1001,4,6.59
1001,4,5.63
1001,4,8.6
1001,4,16.43
1001,5,3.68
1001,5,5.03
1001,5,4.83
1001,5,3.87
1001,5,3.22
1001,5,5.33
1001,5,3.93
1001,5,8.63
1001,5,4.5
1001,5,3.96
1001,5,3.16
1001,5,7.62
1001,5,4.19
1001,5,7.33
1001,5,7.14
1001,5,6.59
1001,5,7.5
1001,5,5.18
1001,5,4.16
1001,5,9.32
1001,5,6.38
1001,5,4.92
1001,5,5.48
1001,5,5.74
1001,5,4.08
1001,5,3.98
1001,5,4.44
1001,5,3.55
1001,5,5.18
1001,5,3.92
1001,5,7.61
1001,5,4.31
1001,5,4.42
1001,5,3.24
1001,5,4.55
1001,5,4.2
1001,5,4.23
1001,5,10.49
1001,5,5.96
1001,5,4.08
1001,5,5.09
1001,5,3.58
1001,5,6.99
1001,5,9.48
1001,5,4.81
1001,5,4.38
1001,5,4.97
1001,5,6.15
1001,5,8.2
1001,5,6.39
1001,5,4.07
1001,5,8.23
1001,5,6.15
1001,5,4.63
1001,5,5.36
1001,5,7.63
1001,5,3.63
1001,5,4.65
1001,5,5.8
1001,5,6.88
1001,5,8.38
1001,5,4.05
1001,5,3.92
1001,5,8.63
1001,5,7.49
1001,5,4.12
1001,5,3.67
1001,5,3.36
1001,5,8.17
1001,5,7.14
1001,5,9.96
1001,5,5.88
1001,5,5.04
1001,5,3.24
1001,5,4.14
1001,5,4.46
1001,5,5.68
1001,5,6.22
1001,5,8.06
1001,5,4.85
1001,5,3.28
1001,5,5.49
1001,5,5.08
1001,5,4.1
1001,5,4.68
1001,5,4.98
1001,5,8.03
1001,5,4.7
1001,5,4.37
1001,5,5.36
1001,5,3.8
1001,5,7.82
1001,5,5.7
1001,5,4.48
1001,5,6.66
1001,5,3.97
1001,5,3.48
1001,5,7.33
1001,5,5.82
1001,5,5.9
1001,5,5.85
1001,5,12.48
1001,5,11.28
1001,5,5.23
1001,5,11.71
1001,5,6.86
1001,5,3.07
1001,5,3.94
1001,5,6.27
1001,5,5.13
1001,5,6.58
1001,5,6.23
1001,5,6.13
1001,5,6.39
1001,5,4.85
1001,5,7.09
1001,5,5
1001,5,5.34
1001,5,6.04
1001,5,5.7
1001,5,5.45
1001,5,5.27
1001,5,9.05
1001,5,6.22
1001,5,5.64
1001,5,5.71
1001,5,4.82
1001,5,5.43
1001,5,4.4
1001,5,5.84
1001,5,5.5
1001,6,21.44
1001,6,26.14
1001,6,27.18
1001,6,21.3
1001,6,26.99
1001,6,22.67
1001,6,21.15
1001,6,19.35
1001,6,18.24
1001,6,22.93
1001,6,24.1
1001,6,20.72
1001,6,21.28
1001,6,16.62
1001,6,21.97
1001,6,23.07
1001,6,20.58
1001,6,17.46
1001,6,17.82
1001,6,23.81
1001,6,22.87
1001,6,19.06
1001,6,29.77
1001,6,20.53
1001,6,19.98
1001,6,17.41
1001,6,19.11
1001,6,18.86
1001,6,18.12
1001,6,18.31
1001,6,18.78
1001,6,20.16
1001,6,26.37
1001,6,19.23
1001,6,24.39
1001,6,30.73
1001,6,21.34
1001,6,22.56
1001,6,18.16
1001,6,18.06
1001,6,18.99
1001,6,22.1
1001,6,20.05
1001,6,23.33
1001,6,26.47
1001,6,25.71
1001,6,28.06
1001,6,25.8
1001,6,18.31
1001,6,28.61
1001,6,17.88
1001,6,21.69
1001,6,20.07
1001,6,21.24
1001,6,18.3
1001,6,17.8
1001,6,27.44
1001,6,19.44
1001,6,17.02
1001,6,18.18
1001,6,19.8
1001,6,19.43
1001,6,17.2
1001,6,17.27
1001,6,16.66
1001,6,22.94
1001,6,22.09
1001,6,22.19
1001,6,19.5
1001,6,19.95
1001,6,18.76
1001,6,19.07
1001,6,20.17
1001,6,22.47
1001,6,17.36
1001,6,20.61
1001,6,20.72
1001,6,24.06
1001,6,21.73
1001,6,21.09
1001,6,19.1
1001,6,19.8
1001,6,17.32
1001,6,18.03
1001,6,23.02
1001,6,19.43
1001,6,19.91
1001,6,18.24
1001,6,19.63
1001,6,20.1
1001,6,20.71
1001,6,22.23
1001,6,30.29
1001,6,17.32
1001,6,19.04
1001,6,19.77
1001,6,31.93
1001,6,17.85
1001,6,20.92
1001,6,18.59
1001,6,21.39
1001,6,19.63
1001,6,23.16
1001,6,17.32
1001,6,22.05
1001,6,17.92
1001,6,23.65
1001,6,27.86
1001,6,23.84
1001,6,20.44
1001,6,23.64
1001,6,19.28
1001,6,16.85
1001,6,24.89
1001,6,19.42
1001,6,20.14
1001,6,18.8
1001,6,17.16
1001,6,19.12
1001,6,18.02
1001,6,17.75
1001,6,21.6
1001,6,18.39
1001,6,21.78
1001,6,19.1
1001,6,18.03
1001,6,24.85
1001,6,19.56
1001,6,20.69
1001,6,17.23
1001,6,17.37
1001,6,20.68
1001,6,27.09
1001,6,25.87
1001,6,18.54
1001,6,26.04
1001,6,17.56
1001,6,22.04
1001,6,19.96
1001,6,19.96
1001,6,17.69
1001,6,17.16
1001,6,21.74
1001,6,20.46
1001,6,17.41
1001,6,22.94
1001,6,18.24
1001,6,23.43
1001,6,22.86
1001,6,21.94
1001,6,16.81
1001,6,23.07
1001,6,20.19
1001,6,17.74
1001,6,25.33
1001,6,24.9
1001,6,20.09
1001,6,27.13
1001,6,16.86
1001,6,19.51
1001,6,28.52
1001,6,21.83
1001,6,24.62
1001,6,20.1
1001,6,24.41
1001,6,18.12
1001,6,20.72
1001,6,20.39
1001,6,16.7
1001,6,21.2
1001,6,19.68
1001,6,28.1
1001,6,21.15
1001,6,19.7
1001,6,19.93
1001,6,20.9
1001,6,17.23
1001,6,17.45
1001,6,18.41
1001,6,19.65
1001,6,25.22
1001,6,17.78
1001,6,19.95
1001,6,19.73
1001,6,19
1001,6,19
1001,6,18.98
1001,6,27.67
1001,6,34.09
1001,6,19.55
1001,6,18.34
1001,6,25.81
1001,6,17.32
1001,6,26.98
1001,6,22.14
1001,6,23.33
1001,6,21.75
1001,7,4.87
1001,7,7
1001,7,5.14
1001,7,4.54
1001,7,4.03
1001,7,4.06
1001,7,7.21
1001,7,10.45
1001,7,3.18
1001,7,5.63
1001,7,8.87
1001,7,3.95
1001,7,4.71
1001,7,5.59
1001,7,3.3
1001,7,2.68
1001,7,4.4
1001,7,3.86
1001,7,4.07
1001,7,5
1001,7,3.43
1001,7,3.24
1001,7,5.11
1001,7,9.89
1001,7,5.13
1001,7,5.97
1001,7,3.93
1001,7,4.57
1001,7,3.45
1001,7,6.05
1001,7,4.71
1001,7,4.29
1001,7,5.57
1001,7,6.38
1001,7,5.12
1001,7,5.29
1001,7,4.55
1001,7,6.14
1001,7,4.18
1001,7,4.21
1001,7,4.19
1001,7,5.53
1001,7,10.31
1001,7,5.56
1001,7,6.85
1001,7,4.17
1001,7,4.46
1001,7,3.98
1001,7,6.51
1001,7,5.03
1001,7,3.87
1001,7,4.15
1001,7,6.56
1001,7,5.52
1001,7,5.94
1001,7,9.22
1001,7,2.6
1001,7,4
1001,7,5.6
1001,7,7.38
1001,7,5.47
1001,7,4.59
1001,7,3.29
1001,7,4.46
1001,7,4.98
1001,7,5.91
1001,7,4.45
1001,7,3.72
1001,7,6.07
1001,7,7.03
1001,7,4.99
1001,7,5.6
1001,7,5.32
1001,7,4.01
1001,7,2.82
1001,7,2.84
1001,7,5.07
1001,7,3.13
1001,7,5.27
1001,7,3.93
1001,7,6.29
1001,7,4.54
1001,7,8.75
1001,7,5.73
1001,7,4.12
1001,7,7.03
1001,7,3.01
1001,7,4.14
1001,7,4.54
1001,7,5.74
1001,7,4.39
1001,7,5.89
1001,7,3.89
1001,7,3.95
1001,7,7.08
1001,7,4.29
1001,7,3.77
1001,7,5.91
1001,7,5.73
1001,7,5.61
1001,7,5.04
1001,7,3.37
1001,7,5.6
1001,7,11.54
1001,7,7.97
1001,7,5.47
1001,7,4.73
1001,7,4.16
1001,7,3.85
1001,7,4.98
1001,7,6.4
1001,7,5.61
1001,7,3.04
1001,7,7.36
1001,7,4.43
1001,7,5.86
1001,7,4.63
1001,7,5.94
1001,7,3.72
1001,7,5.64
1001,7,5.21
1001,7,3.42
1001,7,4.4
1001,7,6.93
1001,7,3.66
1001,7,3.31
1001,7,4.37
1001,7,5.23
1001,7,6.26
1001,7,4
1001,7,5.39
1001,7,3.55
1001,7,6.06
1001,7,3.98
1001,7,3.68
1001,7,4.23
1001,7,4.9
1001,7,7.06
1001,7,3.02
1001,7,4.66
1001,7,4.01
1001,7,8.27
1001,7,4.05
1001,7,4.34
1001,7,4.93
1001,8,13.99
1001,8,9.62
1001,8,5.23
1001,8,4.84
1001,8,5.05
1001,8,4.81
1001,8,5.13
1001,8,13.96
1001,8,6.32
1001,8,8.15
1001,8,8.3
1001,8,3.35
1001,8,5.53
1001,8,4.48
1001,8,5.74
1001,9,6.56
1001,9,4.24
1001,9,6.55
1001,9,4.59
1001,9,4.51
1001,9,3.01
1001,9,3.27
1001,9,8.49
1001,9,10.87
1001,9,3.55
1001,9,7.71
1001,9,13.51
1001,9,3.48
1001,9,5.85
1001,9,2.79
1001,9,2.2
1001,9,4.73
1001,9,4.35
1001,9,6.4
1001,9,4.45
1001,10,5.35
1001,10,2.77
1001,10,3.87
1001,10,5.71
1001,10,6.34
1001,10,8.64
1001,10,8.14
1001,10,2.86
1001,10,6.84
1001,10,3.21
1001,10,4.25
1001,10,2.67
1001,10,8.42
1001,10,3
1001,11,3.84
1001,11,2.05
1001,11,5.04
1001,11,5.66
1001,11,8.12
1001,11,2.92
1001,11,3.01
1001,11,2.36
1001,11,10.69
1001,11,3.54
1001,11,5.11
1001,11,2.68
1001,11,7.3
1001,11,7.17
1001,11,8.71
1001,11,3.05
1001,11,10.08
1001,11,2.86
1001,11,7.94
1001,11,3.65
1001,12,8.67
1001,12,9.66
1001,12,4.61
1001,12,5.24
1001,12,3.46
1001,12,7.83
1001,12,5.97
1001,12,3.11
1001,12,5.03
1001,12,2.59
1001,12,8.77
1001,12,3.61
1001,12,3.94
1001,12,10.06
1001,12,5.72
1001,12,4.32
1001,12,2.6
1001,12,5.59
1001,12,13.96
1001,12,5.91
1001,13,5.2
1001,13,5.91
1001,13,4.85
1001,13,5.01
1001,13,7.64
1001,13,6.78
1001,13,3.48
1001,13,9.7
1001,13,6.03
1001,13,3.71
1001,13,6.8
1001,13,3.37
1001,13,12.76
1001,13,3.62
1001,13,9.92
1001,13,3.54
1001,13,11.71
1001,13,6.08
1001,13,4.07
1001,13,3.55
1001,13,3.03
1001,13,5.1
1001,13,3.06
1002,1,12.08
1002,1,4.23
1002,1,3.47
1002,1,7.87
1002,1,8.49
1002,1,10.23
1002,1,3.84
1002,1,6.13
1002,1,3.31
1002,1,8.69
1002,1,10.05
1002,1,4.06
1002,1,11.08
1002,1,3.56
1002,1,3.17
1002,1,7.91
1002,1,5.29
1002,1,8.85
1002,1,5.35
1002,1,6.22
1002,1,3.67
1002,1,5.16
1002,1,3.49
1002,1,4.27
1002,1,7.32
1002,1,3.73
1002,1,4.11
1002,1,4.87
1002,1,4.75
1002,1,6.16
1002,1,3.2
1002,1,3.76
1002,1,3.78
1002,1,9.51
1002,1,3.49
1002,1,5.16
1002,1,7.08
1002,1,4.72
1002,1,3.97
1002,1,4.44
1002,1,8.11
1002,1,3.71
1002,1,6.09
1002,1,4.23
1002,1,7.43
1002,1,4.66
1002,1,7.1
1002,1,4.66
1002,1,10.68
1002,1,4.35
1002,1,4.79
1002,1,11.96
1002,1,7.2
1002,1,7.77
1002,1,4.46
1002,1,3.78
1002,1,7.93
1002,1,4.45
1002,1,5.86
1002,1,6.05
1002,1,6.62
1002,1,5.88
1002,1,6.64
1002,1,6.13
1002,1,8.37
1002,1,8.51
1002,1,4.41
1002,1,3.23
1002,1,4.49
1002,1,3.56
1002,1,5.47
1002,1,3.15
1002,1,3.94
1002,1,3.42
1002,1,9.35
1002,1,4.73
1002,1,7.06
1002,1,7.56
1002,1,7.76
1002,1,2.85
1002,1,6.69
1002,1,5.88
1002,1,8.24
1002,1,6.64
1002,1,7.47
1002,1,5.65
1002,1,8.42
1002,1,4.9
1002,1,7.72
1002,1,11.65
1002,1,3.57
1002,1,7.18
1002,1,4.02
1002,2,4.16
1002,2,4.82
1002,2,4.91
1002,2,9.6
1002,2,3.27
1002,2,12.08
1002,2,7.02
1002,2,11.42
1002,2,7.87
1002,2,5.38
1002,2,4.12
1002,2,6.78
1002,2,9.38
1002,2,5.77
1002,2,3.46
1002,2,11.06
1002,2,4.07
1002,2,4.16
1002,2,4.17
1002,2,3.97
1002,2,4.38
1002,2,11.2
1002,2,10.28
1002,2,10.66
1002,2,3.74
1002,2,8.15
1002,2,7.52
1002,2,9.71
1002,2,4.86
1002,2,14.81
1002,2,4.02
1002,2,4.79
1002,2,8.57
1002,2,11.84
1002,2,4.03
1002,2,15.37
1002,2,5.09
1002,2,4.77
1002,2,4.21
1002,2,3.89
1002,2,4.91
1002,2,4.87
1002,2,5.88
1002,2,5
1002,2,5.86
1002,2,6.5
1002,2,3.95
1002,2,10.54
1002,2,8.44
1002,2,7.32
1002,2,7.19
1002,2,10.91
1002,2,15.05
1002,2,6.19
1002,2,4.66
1002,2,6.49
1002,2,4.33
1002,2,5.46
1002,2,8.12
1002,2,4.19
1002,2,5.78
1002,2,3.29
1002,2,5.26
1002,2,12.97
1002,2,11.23
1002,2,3.92
1002,2,5.77
1002,2,3.64
1002,2,7.09
1002,2,9.88
1002,2,6.86
1002,2,13.78
1002,2,2.84
1002,2,4.21
1002,2,8
1002,3,6.79
1002,3,6.62
1002,3,6.18
1002,3,5.5
1002,3,9.36
1002,3,9.66
1002,3,6.43
1002,3,10.05
1002,3,5.34
1002,3,7.26
1002,3,14.51
1002,3,10.62
1002,3,11.23
1002,3,12.88
1002,3,11.95
1002,3,11.03
1002,3,11.42
1002,3,7.96
1002,3,5.66
1002,3,11.07
1002,3,6.33
1002,3,8.28
1002,3,5.85
1002,3,6.88
1002,3,11.98
1002,3,8.68
1002,3,8.61
1002,3,14.78
1002,3,5.2
1002,3,7.36
1002,3,8.85
1002,3,10.21
1002,3,6.25
1002,3,7.22
1002,3,9.96
1002,3,12.85
1002,3,7.1
1002,3,8.54
1002,3,5.99
1002,3,5.41
1002,3,6.09
1002,3,10.81
1002,3,14.15
1002,3,12.72
1002,3,7.37
1002,3,5.62
1002,3,7.98
1002,3,8.13
1002,3,9.02
1002,3,8.45
1002,3,8.05
1002,3,8.39
1002,3,8.74
1002,3,7.07
1002,3,11.36
1002,3,9.69
1002,3,7.68
1002,3,10.51
1002,3,6.34
1002,3,7.65
1002,3,8.6
1002,3,7.12
1002,3,6.54
1002,3,9.9
1002,3,8.57
1002,3,8.39
1002,3,9.49
1002,3,9.46
1002,3,10.31
1002,3,6.42
1002,3,9.48
1002,3,6.73
1002,3,11.4
1002,3,6.01
1002,3,12.38
1002,3,6.03
1002,3,7.23
1002,3,8.2
1002,3,8.85
1002,3,9.95
1002,3,7.28
1002,3,5.19
1002,3,6.54
1002,3,10.26
1002,3,5.98
1002,3,6.51
1002,3,14.44
1002,3,14.63
1002,3,7.41
1002,3,10.69
1002,3,5.41
1002,3,8.48
1002,3,9.03
1002,3,7.03
1002,3,6.32
1002,3,6.13
1002,3,8.08
1002,3,7.6
1002,3,9.08
1002,3,6.06
1002,3,6.55
1002,3,6.58
1002,3,6.11
1002,3,6.35
1002,3,14.14
1002,3,10.63
1002,4,11.79
1002,4,7.75
1002,4,14.77
1002,4,12.5
1002,4,9.89
1002,4,18.55
1002,4,19.38
1002,4,21.43
1002,4,14.67
1002,4,16.95
1002,4,14.42
1002,4,16.53
1002,4,13.74
1002,4,17.18
1002,4,16.68
1002,4,8.24
1002,4,13.46
1002,4,16.96
1002,4,14.41
1002,4,26.84
1002,4,12.74
1002,4,12.58
1002,4,20.74
1002,4,13.19
1002,4,7.83
1002,4,15.25
1002,4,11.22
1002,4,21.42
1002,4,15.32
1002,4,9.07
1002,4,8.31
1002,4,17.56
1002,4,15.01
1002,4,14.97
1002,4,21.52
1002,4,18.03
1002,4,16.32
1002,4,15.53
1002,4,9.24
1002,4,11.43
1002,4,7.42
1002,4,8.5
1002,4,19.48
1002,4,23.15
1002,4,11.67
1002,4,11.54
1002,4,9.68
1002,4,18.21
1002,4,11.88
1002,4,17.93
1002,4,6.85
1002,4,9.72
1002,4,15.66
1002,4,11.47
1002,4,22.13
1002,4,21.29
1002,4,12.69
1002,4,12.23
1002,4,6.04
1002,4,20.02
1002,4,8.22
1002,4,14.19
1002,4,19.1
1002,4,24.09
1002,4,12.07
1002,4,21.17
1002,4,26.03
1002,4,9.16
1002,4,15.96
1002,4,5.97
1002,4,11.57
1002,4,12.8
1002,4,9.2
1002,4,15.56
1002,4,10.56
1002,4,18.45
1002,4,15.06
1002,4,20.17
1002,4,5.79
1002,4,23.72
1002,4,18.36
1002,4,10.47
1002,4,8.16
1002,4,13.34
1002,4,6.73
1002,4,6.01
1002,4,15.9
1002,4,16.12
1002,4,16.2
1002,4,7.52
1002,4,25.29
1002,4,12.2
1002,4,24.83
1002,4,11.44
1002,4,11.73
1002,4,14.37
1002,4,21.06
1002,4,21.3
1002,4,14.85
1002,4,13.91
1002,4,25.51
1002,4,20.9
1002,4,22.76
1002,4,11.57
1002,4,21.6
1002,4,23.03
1002,4,12.5
1002,4,11.99
1002,4,8.38
1002,4,9.21
1002,4,13.34
1002,4,24.67
1002,4,23.87
1002,4,15.08
1002,4,12.11
1002,4,27.74
1002,5,7.48
1002,5,5.9
1002,5,11.79
1002,5,7.8
1002,5,9.7
1002,5,8.05
1002,5,11.2
1002,5,8.74
1002,5,6.3
1002,5,8.02
1002,5,13.99
1002,5,9.56
1002,5,6.05
1002,5,10.96
1002,5,14.42
1002,5,7.42
1002,5,11.44
1002,5,7.33
1002,5,7.64
1002,5,8.88
1002,5,13.82
1002,5,7.12
1002,5,14.05
1002,5,10.53
1002,5,13.18
1002,5,6.14
1002,5,9.56
1002,5,7.49
1002,5,10.09
1002,5,10.61
1002,5,12.58
1002,5,13.78
1002,5,6.15
1002,5,8.16
1002,5,9.39
1002,5,9.49
1002,5,11.74
1002,5,7.42
1002,5,14.11
1002,5,6.72
1002,5,11.7
1002,5,16.84
1002,5,14.08
1002,5,8.24
1002,5,15.68
1002,5,12
1002,5,13.43
1002,5,8.29
1002,5,7.47
1002,5,11.39
1002,5,12.03
1002,5,17.82
1002,5,7.84
1002,5,11.33
1002,5,12.49
1002,5,12.35
1002,5,7.74
1002,5,12.64
1002,5,10.52
1002,5,16.26
1002,5,6.24
1002,5,12.93
1002,5,7.53
1002,5,13.2
1002,5,7.49
1002,5,13.8
1002,5,7.77
1002,5,7.12
1002,5,6.3
1002,5,9.32
1002,5,10.1
1002,5,6.55
1002,5,10.73
1002,5,19.11
1002,5,6.97
1002,5,10.16
