sessionId,client_id,session_start_ts,session_end_ts
1570428725,1547802596.1570428725,2019-10-07 09:12:05.464896,2019-10-07 09:29:31.192215
1570428867,766249674.1570428866,2019-10-07 09:14:27.227349,2019-10-07 09:15:20.216104
1570428897,385350383.1570428896,2019-10-07 09:14:57.344733,2019-10-07 09:18:01.819779
1570428920,766249674.1570428866,2019-10-07 09:15:20.222092,2019-10-07 09:15:57.797082
1570428958,766249674.1570428866,2019-10-07 09:15:58.110836,2019-10-07 09:15:58.110836
1570428959,1436105519.1570428952,2019-10-07 09:15:59.013918,2019-10-07 09:39:16.668945
1570428983,766249674.1570428866,2019-10-07 09:16:23.465139,2019-10-07 09:17:07.785350
1570429028,766249674.1570428866,2019-10-07 09:17:08.459613,2019-10-07 09:17:08.459613
1570429071,766249674.1570428866,2019-10-07 09:17:51.167805,2019-10-07 09:18:02.384915
1570429321,105619151.1570429321,2019-10-07 09:22:01.389800,2019-10-07 09:22:09.289623
1570429660,2065961306.1570429659,2019-10-07 09:27:40.667032,2019-10-07 09:45:57.261977
1570429674,77827966.1570429662,2019-10-07 09:27:54.446835,2019-10-07 09:46:51.255578
1570429855,433478173.1517905592,2019-10-07 09:30:55.896054,2019-10-07 10:10:23.370391
1570429923,373140371.1570429923,2019-10-07 09:32:03.556013,2019-10-07 09:34:41.420984
1570429998,1211388915.1570429996,2019-10-07 09:33:18.220731,2019-10-07 10:50:38.774378
1570430239,560957282.1570430237,2019-10-07 09:37:19.024259,2019-10-07 09:41:43.149940
1570430573,1415397926.1570430572,2019-10-07 09:42:53.886504,2019-10-07 09:42:53.886504
1570430595,1812125637.1570430594,2019-10-07 09:43:15.775079,2019-10-07 09:43:15.775079
1570430661,1415397926.1570430572,2019-10-07 09:44:21.553350,2019-10-07 09:44:21.553350
1570430662,1415397926.1570430572,2019-10-07 09:44:22.927026,2019-10-07 09:45:07.912957
1570430666,1106907679.1570430662,2019-10-07 09:44:26.777049,2019-10-07 09:50:10.016659
1570430720,1415397926.1570430572,2019-10-07 09:45:20.211082,2019-10-07 09:45:20.211082
1570430721,1415397926.1570430572,2019-10-07 09:45:21.179341,2019-10-07 09:45:33.571146
1570430736,1415397926.1570430572,2019-10-07 09:45:36.092036,2019-10-07 09:45:36.092036
1570430737,1415397926.1570430572,2019-10-07 09:45:37.093052,2019-10-07 09:45:48.040306
1570430758,1415397926.1570430572,2019-10-07 09:45:58.394659,2019-10-07 09:45:58.394659
1570430759,1415397926.1570430572,2019-10-07 09:45:59.244564,2019-10-07 09:46:10.683794
1570430776,1415397926.1570430572,2019-10-07 09:46:16.942400,2019-10-07 09:46:16.942400
1570430778,1415397926.1570430572,2019-10-07 09:46:18.122475,2019-10-07 09:46:18.122475
1570431769,2138196593.1570431770,2019-10-07 10:02:49.680483,2019-10-07 10:03:31.310188
1570432104,176736792.1570431018,2019-10-07 10:08:24.138956,2019-10-07 10:24:58.648575
1570432263,273092795.1570425405,2019-10-07 10:11:03.961409,2019-10-07 10:12:26.546039
1570432366,485664895.1570432397,2019-10-07 10:12:46.817404,2019-10-07 10:13:49.709168
1570432450,401167641.1570432444,2019-10-07 10:14:10.243033,2019-10-07 10:17:09.938663
1570432466,2123902657.1570432441,2019-10-07 10:14:26.983051,2019-10-07 10:56:33.406314
1570432599,485664895.1570432397,2019-10-07 10:16:39.795454,2019-10-07 10:34:31.193240
1570432600,105619151.1570429321,2019-10-07 10:16:40.058381,2019-10-07 10:17:22.577532
1570432624,2065961306.1570429659,2019-10-07 10:17:04.804033,2019-10-07 11:49:25.900541
1570432704,1046919233.1570432705,2019-10-07 10:18:24.991040,2019-10-07 10:23:44.745901
1570432783,2029403357.1570432753,2019-10-07 10:19:43.695024,2019-10-07 10:44:35.016714
1570433833,1834906444.1570433825,2019-10-07 10:37:13.272075,2019-10-07 11:52:32.473178
1570434361,433478173.1517905592,2019-10-07 10:46:01.784721,2019-10-07 10:54:21.285766
1570434573,1518254091.1570434557,2019-10-07 10:49:33.703572,2019-10-07 11:46:39.769617
1570435044,120837674.1570435044,2019-10-07 10:57:24.906600,2019-10-07 10:59:37.616021
1570435083,2123902657.1570432441,2019-10-07 10:58:03.745666,2019-10-07 10:58:07.419428
1570435148,2123902657.1570432441,2019-10-07 10:59:08.538323,2019-10-07 11:00:55.790452
1570435164,1979196771.1570435275,2019-10-07 10:59:24.316926,2019-10-07 10:59:24.316926
1570435215,1883937911.1570435210,2019-10-07 11:00:15.618631,2019-10-07 11:00:15.618631
1570435315,1764224159.1570435315,2019-10-07 11:01:55.936748,2019-10-07 11:01:55.936748
1570435430,121201076.1570435431,2019-10-07 11:03:50.816504,2019-10-07 11:22:23.300773
1570435453,1507326360.1570435454,2019-10-07 11:04:13.113178,2019-10-07 11:04:13.113178
1570435511,1507326360.1570435454,2019-10-07 11:05:11.455812,2019-10-07 11:06:28.847575
1570435514,105619151.1570429321,2019-10-07 11:05:14.218431,2019-10-07 11:11:50.979295
1570435590,1507326360.1570435454,2019-10-07 11:06:30.106524,2019-10-07 11:06:30.106524
1570435639,1568883952.1570435636,2019-10-07 11:07:19.244315,2019-10-07 11:43:18.001096
1570435688,1507326360.1570435454,2019-10-07 11:08:08.535711,2019-10-07 11:08:08.535711
1570435690,1507326360.1570435454,2019-10-07 11:08:10.930572,2019-10-07 11:08:10.930572
1570435822,966951491.1570435949,2019-10-07 11:10:22.898789,2019-10-07 11:11:34.149780
1570435827,1764224159.1570435315,2019-10-07 11:10:27.157159,2019-10-07 11:12:29.336866
1570435833,742946757.1570435829,2019-10-07 11:10:33.906435,2019-10-07 11:25:53.933554
1570435900,1507326360.1570435454,2019-10-07 11:11:40.574632,2019-10-07 11:11:40.574632
1570435903,1507326360.1570435454,2019-10-07 11:11:43.281461,2019-10-07 11:11:43.281461
1570435945,1507326360.1570435454,2019-10-07 11:12:25.192501,2019-10-07 11:12:25.192501
1570435946,1507326360.1570435454,2019-10-07 11:12:26.254399,2019-10-07 11:12:26.254399
1570435958,1507326360.1570435454,2019-10-07 11:12:38.639813,2019-10-07 11:12:38.639813
1570435960,1507326360.1570435454,2019-10-07 11:12:40.173409,2019-10-07 11:13:43.013639
1570436017,1764224159.1570435315,2019-10-07 11:13:37.493925,2019-10-07 11:15:55.299039
1570436068,1507326360.1570435454,2019-10-07 11:14:28.835645,2019-10-07 11:14:56.829546
1570436098,1507326360.1570435454,2019-10-07 11:14:58.349581,2019-10-07 11:14:58.349581
1570436155,1764224159.1570435315,2019-10-07 11:15:55.299132,2019-10-07 11:15:55.299132
1570436159,1507326360.1570435454,2019-10-07 11:15:59.784866,2019-10-07 11:16:59.113610
1570436220,1507326360.1570435454,2019-10-07 11:17:00.130627,2019-10-07 11:17:00.130627
1570436265,1507326360.1570435454,2019-10-07 11:17:45.643718,2019-10-07 11:17:45.643718
1570436274,1507326360.1570435454,2019-10-07 11:17:54.295496,2019-10-07 11:19:01.301459
1570436411,1335794259.1570416626,2019-10-07 11:20:11.738060,2019-10-07 11:26:02.543843
1570436505,1507326360.1570435454,2019-10-07 11:21:45.204976,2019-10-07 11:21:45.204976
1570436508,1507326360.1570435454,2019-10-07 11:21:48.954422,2019-10-07 11:21:48.954422
1570436585,1507326360.1570435454,2019-10-07 11:23:05.391683,2019-10-07 11:23:05.391683
1570436586,1507326360.1570435454,2019-10-07 11:23:06.737742,2019-10-07 11:23:06.737742
1570436619,161904532.1570436618,2019-10-07 11:23:39.732335,2019-10-07 11:30:05.970932
1570436662,1764224159.1570435315,2019-10-07 11:24:22.716202,2019-10-07 11:24:22.716202
1570436671,1507326360.1570435454,2019-10-07 11:24:31.218573,2019-10-07 11:24:31.218573
1570436672,1507326360.1570435454,2019-10-07 11:24:32.672504,2019-10-07 11:24:32.672504
1570436729,1046919233.1570432705,2019-10-07 11:25:29.120482,2019-10-07 11:25:57.129141
1570436738,1507326360.1570435454,2019-10-07 11:25:38.867838,2019-10-07 11:25:38.867838
1570436740,1507326360.1570435454,2019-10-07 11:25:40.717418,2019-10-07 11:28:40.146432
1570436975,1507326360.1570435454,2019-10-07 11:29:35.433663,2019-10-07 11:29:35.433663
1570436977,1507326360.1570435454,2019-10-07 11:29:37.090558,2019-10-07 11:29:37.090558
1570437041,1507326360.1570435454,2019-10-07 11:30:41.366632,2019-10-07 11:31:49.977746
1570437138,677931574.1570437064,2019-10-07 11:32:18.871194,2019-10-07 11:32:20.454388
1570437177,1507326360.1570435454,2019-10-07 11:32:57.743465,2019-10-07 11:33:58.811588
1570437201,1441767221.1570437199,2019-10-07 11:33:21.473825,2019-10-07 11:43:47.873171
1570437215,560957282.1570430237,2019-10-07 11:33:35.333420,2019-10-07 11:34:18.424595
1570437249,1507326360.1570435454,2019-10-07 11:34:09.467636,2019-10-07 11:34:09.467636
1570437250,1507326360.1570435454,2019-10-07 11:34:10.549516,2019-10-07 11:34:10.549516
1570437281,1507326360.1570435454,2019-10-07 11:34:41.217761,2019-10-07 11:34:41.217761
1570437287,1507326360.1570435454,2019-10-07 11:34:47.099599,2019-10-07 11:37:31.222646
1570437331,1631979008.1570437330,2019-10-07 11:35:31.505632,2019-10-07 11:36:27.196721
1570437357,1920888490.1570437357,2019-10-07 11:35:57.764028,2019-10-07 11:50:30.915610
1570437427,295265786.1570437426,2019-10-07 11:37:07.602183,2019-10-07 11:37:42.083931
1570437451,1507326360.1570435454,2019-10-07 11:37:31.899749,2019-10-07 11:37:31.899749
1570437456,1507326360.1570435454,2019-10-07 11:37:36.840564,2019-10-07 11:38:37.093543
1570437564,128526373.1570437551,2019-10-07 11:39:24.232592,2019-10-07 13:47:37.447277
1570437587,1883937911.1570435210,2019-10-07 11:39:47.604663,2019-10-07 11:49:39.127026
1570437605,2055592122.1570437602,2019-10-07 11:40:05.168092,2019-10-07 11:40:55.322570
1570437655,2055592122.1570437602,2019-10-07 11:40:55.323537,2019-10-07 11:41:45.363947
1570437755,2055592122.1570437602,2019-10-07 11:42:35.063614,2019-10-07 11:43:09.419481
1570437789,2055592122.1570437602,2019-10-07 11:43:09.420628,2019-10-07 11:45:21.309907
1570437838,1604014940.1570437841,2019-10-07 11:43:58.133917,2019-10-07 11:50:24.189864
1570438005,1820849474.1570438010,2019-10-07 11:46:45.681331,2019-10-07 11:46:46.342168
1570438169,1631979008.1570437330,2019-10-07 11:49:29.793020,2019-10-07 11:51:28.390166
1570438290,3253368.1570438278,2019-10-07 11:51:30.889111,2019-10-07 11:51:32.978889
1570438317,3253368.1570438278,2019-10-07 11:51:57.290664,2019-10-07 12:01:58.714573
1570438406,19004877.1570438411,2019-10-07 11:53:26.420072,2019-10-07 13:05:54.937526
1570438598,1979196771.1570435275,2019-10-07 11:56:38.224693,2019-10-07 12:16:48.390721
1570438920,1587687345.1570438920,2019-10-07 12:02:00.975144,2019-10-07 12:03:19.171142
1570438999,1587687345.1570438920,2019-10-07 12:03:19.348590,2019-10-07 12:04:29.911361
1570439069,1587687345.1570438920,2019-10-07 12:04:29.911677,2019-10-07 12:05:23.281016
1570439123,1587687345.1570438920,2019-10-07 12:05:23.350811,2019-10-07 12:15:47.340189
1570439454,918541917.1570439452,2019-10-07 12:10:54.973892,2019-10-07 12:16:38.168611
1570439683,1745179882.1570439680,2019-10-07 12:14:43.790100,2019-10-07 12:14:51.557834
1570439692,1745179882.1570439680,2019-10-07 12:14:52.315838,2019-10-07 12:30:12.427190
1570439918,1587687345.1570438920,2019-10-07 12:18:38.106086,2019-10-07 12:18:38.106086
1570439958,132261050.1570439926,2019-10-07 12:19:18.164822,2019-10-07 12:20:18.496529
1570440003,1883937911.1570435210,2019-10-07 12:20:03.374372,2019-10-07 12:20:03.374372
1570440049,132261050.1570439926,2019-10-07 12:20:49.504664,2019-10-07 12:20:49.504664
1570440145,1587687345.1570438920,2019-10-07 12:22:25.598186,2019-10-07 12:28:10.386231
1570440194,2131855353.1570440194,2019-10-07 12:23:14.178854,2019-10-07 12:24:13.228346
1570440303,697923847.1570440302,2019-10-07 12:25:03.211606,2019-10-07 12:25:03.211606
1570440306,697923847.1570440302,2019-10-07 12:25:06.268413,2019-10-07 12:25:06.268413
1570440308,697923847.1570440302,2019-10-07 12:25:08.834956,2019-10-07 12:25:35.879011
1570440335,697923847.1570440302,2019-10-07 12:25:35.880895,2019-10-07 12:25:50.547584
1570440352,697923847.1570440302,2019-10-07 12:25:52.883906,2019-10-07 12:27:07.974840
1570440391,257070736.1570422607,2019-10-07 12:26:31.591904,2019-10-07 12:32:16.562684
1570440413,311398042.1570440411,2019-10-07 12:26:53.025154,2019-10-07 12:36:50.235543
1570440578,128868824.1570440576,2019-10-07 12:29:38.547933,2019-10-07 12:35:52.793541
1570440627,1742303421.1570440505,2019-10-07 12:30:27.984997,2019-10-07 12:37:22.412545
1570440661,382011794.1570440461,2019-10-07 12:31:01.744658,2019-10-07 12:31:02.072186
1570440975,105619151.1570429321,2019-10-07 12:36:15.102572,2019-10-07 12:37:10.422106
1570441122,1046919233.1570432705,2019-10-07 12:38:42.503681,2019-10-07 12:48:48.737225
1570441165,382011794.1570440461,2019-10-07 12:39:25.859091,2019-10-07 13:13:19.275780
1570441309,2051715458.1570441309,2019-10-07 12:41:49.568665,2019-10-07 12:53:36.369968
1570441545,273092795.1570425405,2019-10-07 12:45:45.805441,2019-10-07 13:00:16.767935
1570441665,1335794259.1570416626,2019-10-07 12:47:45.168997,2019-10-07 12:48:14.468791
1570441924,1441767221.1570437199,2019-10-07 12:52:04.648035,2019-10-07 12:53:08.181439
1570441943,165200412.1570442302,2019-10-07 12:52:23.840831,2019-10-07 12:57:46.826207
1570442081,705845340.1570442143,2019-10-07 12:54:41.199669,2019-10-07 12:56:48.260671
1570442775,1009238152.1570442774,2019-10-07 13:06:15.849714,2019-10-07 13:06:38.919402
1570442798,1009238152.1570442774,2019-10-07 13:06:38.947639,2019-10-07 13:06:38.947639
1570443056,1129095783.1543419749,2019-10-07 13:10:56.069978,2019-10-07 13:20:10.599629
1570443103,105619151.1570429321,2019-10-07 13:11:43.143828,2019-10-07 13:18:59.302669
1570443315,691252787.1570443313,2019-10-07 13:15:15.416580,2019-10-07 13:38:31.131517
1570443374,1069894642.1570443369,2019-10-07 13:16:14.110020,2019-10-07 13:16:14.110020
1570443418,1069894642.1570443369,2019-10-07 13:16:58.901157,2019-10-07 13:16:58.901157
1570443422,2131855353.1570440194,2019-10-07 13:17:02.296977,2019-10-07 13:20:20.775918
1570443423,1069894642.1570443369,2019-10-07 13:17:03.296722,2019-10-07 13:17:36.096663
1570443566,270566026.1570443565,2019-10-07 13:19:26.399259,2019-10-07 13:23:55.556268
1570443573,1069894642.1570443369,2019-10-07 13:19:33.856063,2019-10-07 13:19:33.856063
1570443575,1886273063.1570443570,2019-10-07 13:19:35.921350,2019-10-07 14:38:41.001549
1570443577,1069894642.1570443369,2019-10-07 13:19:37.387196,2019-10-07 13:19:37.387196
1570443590,1069894642.1570443369,2019-10-07 13:19:50.310867,2019-10-07 13:19:50.310867
1570443599,1069894642.1570443369,2019-10-07 13:19:59.922973,2019-10-07 13:20:02.378109
1570443625,1761722397.1570443623,2019-10-07 13:20:25.162956,2019-10-07 13:34:57.790803
1570443672,1069894642.1570443369,2019-10-07 13:21:12.442136,2019-10-07 13:21:20.940789
1570443738,1069894642.1570443369,2019-10-07 13:22:18.254895,2019-10-07 13:22:18.254895
1570443766,1069894642.1570443369,2019-10-07 13:22:46.905867,2019-10-07 13:22:46.905867
1570443769,1069894642.1570443369,2019-10-07 13:22:49.244721,2019-10-07 13:22:49.244721
1570443775,1518254091.1570434557,2019-10-07 13:22:55.316332,2019-10-07 13:24:11.885084
1570443832,1069894642.1570443369,2019-10-07 13:23:52.974218,2019-10-07 13:23:52.974218
1570443834,1069894642.1570443369,2019-10-07 13:23:54.478258,2019-10-07 13:23:54.478258
1570443859,2112768183.1570443858,2019-10-07 13:24:19.385067,2019-10-07 13:38:07.422264
1570443904,1070730805.1570443905,2019-10-07 13:25:04.894402,2019-10-07 13:42:34.740671
1570443928,1069894642.1570443369,2019-10-07 13:25:28.946014,2019-10-07 13:25:28.946014
1570443932,1069894642.1570443369,2019-10-07 13:25:32.356708,2019-10-07 13:25:32.356708
1570443967,1069894642.1570443369,2019-10-07 13:26:07.162771,2019-10-07 13:26:07.162771
1570443968,1069894642.1570443369,2019-10-07 13:26:08.904443,2019-10-07 13:26:38.639884
1570443972,1394429496.1570443962,2019-10-07 13:26:12.549461,2019-10-07 13:30:29.058132
1570444016,1069894642.1570443369,2019-10-07 13:26:56.036658,2019-10-07 13:26:56.036658
1570444017,1069894642.1570443369,2019-10-07 13:26:57.738453,2019-10-07 13:27:11.403216
1570444035,1069894642.1570443369,2019-10-07 13:27:15.379768,2019-10-07 13:27:25.167377
1570444046,1069894642.1570443369,2019-10-07 13:27:26.716148,2019-10-07 13:27:26.716148
1570444073,804089556.1546794573,2019-10-07 13:27:53.867321,2019-10-07 13:31:31.630490
1570444117,1069894642.1570443369,2019-10-07 13:28:37.857289,2019-10-07 13:28:37.857289
1570444206,2101202247.1570444205,2019-10-07 13:30:06.723155,2019-10-07 13:31:23.755514
1570444388,2101202247.1570444205,2019-10-07 13:33:08.834168,2019-10-07 13:33:20.927909
1570444401,1069894642.1570443369,2019-10-07 13:33:21.686801,2019-10-07 13:33:21.686801
1570444409,1069894642.1570443369,2019-10-07 13:33:29.487979,2019-10-07 13:33:29.487979
1570444411,1069894642.1570443369,2019-10-07 13:33:31.227872,2019-10-07 13:35:13.969704
1570444504,2048873907.1570444478,2019-10-07 13:35:04.466755,2019-10-07 14:07:27.950307
1570444555,2051715458.1570441309,2019-10-07 13:35:55.008772,2019-10-07 13:36:12.470242
1570444564,1069894642.1570443369,2019-10-07 13:36:04.283794,2019-10-07 13:36:34.332027
1570444570,915017909.1570444572,2019-10-07 13:36:10.638295,2019-10-07 13:49:41.716617
1570444630,1069894642.1570443369,2019-10-07 13:37:10.770911,2019-10-07 13:37:16.352990
1570444721,1069894642.1570443369,2019-10-07 13:38:41.806006,2019-10-07 13:38:41.806030
1570444801,207544578.1570444796,2019-10-07 13:40:01.777557,2019-10-07 14:12:49.560786
1570444898,112275590.1570445071,2019-10-07 13:41:38.969338,2019-10-07 13:51:03.169202
1570445141,1338190105.1570445142,2019-10-07 13:45:41.602525,2019-10-07 15:26:19.386937
1570445251,2123902657.1570432441,2019-10-07 13:47:31.740477,2019-10-07 13:56:48.489425
1570445320,138127699.1570445172,2019-10-07 13:48:40.173275,2019-10-07 14:41:56.267951
1570445357,1742303421.1570440505,2019-10-07 13:49:17.476526,2019-10-07 15:23:13.692502
1570445755,2131855353.1570440194,2019-10-07 13:55:55.584261,2019-10-07 13:56:45.766317
1570445991,1819084471.1570445994,2019-10-07 13:59:51.831165,2019-10-07 14:01:49.886775
1570446327,128526373.1570437551,2019-10-07 14:05:27.467120,2019-10-07 14:41:38.957523
1570446669,105619151.1570429321,2019-10-07 14:11:09.141480,2019-10-07 14:11:29.680292
1570446802,1458615170.1570446800,2019-10-07 14:13:22.142431,2019-10-07 14:14:25.571514
1570446912,2131855353.1570440194,2019-10-07 14:15:12.954046,2019-10-07 14:25:15.384469
1570446922,1277961148.1570446917,2019-10-07 14:15:22.189808,2019-10-07 15:17:09.320096
1570446928,382781330.1570446928,2019-10-07 14:15:28.335740,2019-10-07 14:21:57.194974
1570447209,640092506.1570447196,2019-10-07 14:20:09.147259,2019-10-07 14:20:09.147259
1570447280,1187201825.1570444048,2019-10-07 14:21:20.326299,2019-10-07 14:33:45.588158
1570447511,1890191633.1570447475,2019-10-07 14:25:11.389639,2019-10-07 14:25:11.389639
1570447546,1890191633.1570447475,2019-10-07 14:25:46.362495,2019-10-07 14:32:35.485243
1570447684,829026456.1570447682,2019-10-07 14:28:04.124507,2019-10-07 14:33:08.749378
1570447710,2123902657.1570432441,2019-10-07 14:28:30.938059,2019-10-07 14:43:50.370335
1570447965,783123184.1570447967,2019-10-07 14:32:45.708598,2019-10-07 15:37:24.319125
1570447975,1890191633.1570447475,2019-10-07 14:32:55.398091,2019-10-07 14:32:59.171112
1570448034,804089556.1546794573,2019-10-07 14:33:54.069736,2019-10-07 14:36:41.889819
1570448294,1890191633.1570447475,2019-10-07 14:38:14.824144,2019-10-07 14:38:14.824144
1570448402,1207883717.1570448354,2019-10-07 14:40:02.414597,2019-10-07 14:45:51.774382
1570448513,1041137162.1570448451,2019-10-07 14:41:53.075217,2019-10-07 14:46:45.761298
1570448528,128526373.1570437551,2019-10-07 14:42:08.929935,2019-10-07 17:10:40.770451
1570448821,2069351586.1570448821,2019-10-07 14:47:01.259705,2019-10-07 14:52:11.523992
1570449261,1820849474.1570438010,2019-10-07 14:54:21.267240,2019-10-07 14:57:12.443607
1570449270,517946635.1570449231,2019-10-07 14:54:30.993474,2019-10-07 14:55:49.392463
1570449464,1040564633.1570449445,2019-10-07 14:57:44.338866,2019-10-07 15:05:15.046237
1570449692,1072016361.1570449691,2019-10-07 15:01:32.119753,2019-10-07 15:05:05.290431
1570449914,273092795.1570425405,2019-10-07 15:05:14.786737,2019-10-07 15:05:14.786737
1570449933,734571994.1551811898,2019-10-07 15:05:33.013673,2019-10-07 15:47:22.784929
1570450011,273092795.1570425405,2019-10-07 15:06:51.451973,2019-10-07 15:17:24.491391
1570450035,1883937911.1570435210,2019-10-07 15:07:15.152520,2019-10-07 15:07:15.152520
1570450148,1072016361.1570449691,2019-10-07 15:09:08.383752,2019-10-07 15:22:23.456919
1570450348,1106859184.1570450552,2019-10-07 15:12:28.896663,2019-10-07 15:20:24.643476
1570450571,943755946.1570450566,2019-10-07 15:16:11.249025,2019-10-07 15:16:30.122984
1570450661,273092795.1570425405,2019-10-07 15:17:41.246769,2019-10-07 15:17:41.246769
1570450859,273092795.1570425405,2019-10-07 15:20:59.063963,2019-10-07 15:21:42.847171
1570450870,1741089492.1570450863,2019-10-07 15:21:10.706948,2019-10-07 15:47:34.058169
1570450954,1303994785.1570450953,2019-10-07 15:22:34.177647,2019-10-07 15:36:59.504056
1570450986,1456222855.1570451059,2019-10-07 15:23:06.022601,2019-10-07 15:40:32.468337
1570450995,1742303421.1570440505,2019-10-07 15:23:15.930491,2019-10-07 15:23:15.930491
1570451229,260783540.1570451229,2019-10-07 15:27:09.819837,2019-10-07 15:27:37.316280
1570451295,1072016361.1570449691,2019-10-07 15:28:15.055226,2019-10-07 15:55:51.739992
1570451308,373140371.1570429923,2019-10-07 15:28:28.728365,2019-10-07 15:37:58.256675
1570451341,1009238152.1570442774,2019-10-07 15:29:01.178959,2019-10-07 15:29:01.178959
1570451606,691252787.1570443313,2019-10-07 15:33:26.567499,2019-10-07 15:43:05.854830
1570451693,2069351586.1570448821,2019-10-07 15:34:53.726453,2019-10-07 16:00:41.644313
1570451978,506603548.1570451605,2019-10-07 15:39:38.289053,2019-10-07 15:41:51.928407
1570452120,1507335247.1570452121,2019-10-07 15:42:00.930913,2019-10-07 16:09:31.208274
1570452148,1164893515.1570452304,2019-10-07 15:42:28.758003,2019-10-07 15:42:30.697843
1570452152,506603548.1570451605,2019-10-07 15:42:32.228226,2019-10-07 15:50:34.157210
1570452234,903817791.1570448632,2019-10-07 15:43:54.346528,2019-10-07 15:45:54.984924
1570452357,1164893515.1570452304,2019-10-07 15:45:57.738459,2019-10-07 15:47:59.659296
1570452369,1379634948.1570452367,2019-10-07 15:46:09.681685,2019-10-07 15:52:02.662426
1570452482,538046129.1536297233,2019-10-07 15:48:02.571927,2019-10-07 16:02:24.987099
1570452539,533336240.1570452537,2019-10-07 15:48:59.308018,2019-10-07 16:02:02.545609
1570452542,1147936298.1570452539,2019-10-07 15:49:02.371554,2019-10-07 15:49:45.971077
1570452585,1147936298.1570452539,2019-10-07 15:49:45.996233,2019-10-07 15:49:45.996233
1570452664,1147936298.1570452539,2019-10-07 15:51:04.285650,2019-10-07 15:51:04.287272
1570452678,1147936298.1570452539,2019-10-07 15:51:18.585848,2019-10-07 15:53:09.874473
1570452785,2123902657.1570432441,2019-10-07 15:53:05.378795,2019-10-07 15:53:08.929091
1570452814,213946714.1570452115,2019-10-07 15:53:34.244465,2019-10-07 16:12:18.840348
1570453207,1905018984.1570453201,2019-10-07 16:00:07.491223,2019-10-07 16:05:10.323445
1570453277,113807232.1570453275,2019-10-07 16:01:17.781020,2019-10-07 17:12:29.715752
1570453473,228258415.1570453473,2019-10-07 16:04:33.534754,2019-10-07 16:04:36.161926
1570453584,932337632.1570453730,2019-10-07 16:06:24.502244,2019-10-07 16:08:42.668571
1570453754,1237512538.1570450150,2019-10-07 16:09:14.476711,2019-10-07 16:09:20.523499
1570453794,1277961148.1570446917,2019-10-07 16:09:54.515390,2019-10-07 16:20:20.887093
