2.058547374040683664e+00,1.294145262595931634e+01
3.327797829651292449e+00,1.167220217034870799e+01
5.162621749456661746e+00,9.837378250543338254e+00
2.908695178691329097e+00,1.209130482130867179e+01
5.444757505736778747e+00,9.555242494263222142e+00
2.990354159262575529e+00,1.200964584073742358e+01
5.775896524435236934e+00,9.224103475564763954e+00
3.718425027820076334e+00,1.128157497217992322e+01
3.914228240584860519e+00,1.108577175941513993e+01
4.270978600972179962e+00,1.072902139902782004e+01
3.611271798544917200e+00,1.138872820145508236e+01
4.149594233129498377e+00,1.085040576687050162e+01
4.827203609657446215e+00,1.017279639034255467e+01
3.447569167460471373e+00,1.155243083253952818e+01
4.967585498584564441e+00,1.003241450141543467e+01
3.787951162763989466e+00,1.121204883723601142e+01
3.539396194136051221e+00,1.146060380586394878e+01
3.510739600829698492e+00,1.148926039917030195e+01
1.632814574383415263e+00,1.336718542561658474e+01
4.083153598205201185e+00,1.091684640179479970e+01
3.736893562555357651e+00,1.126310643744464279e+01
4.992703159164492810e+00,1.000729684083550808e+01
4.715000516689666021e+00,1.028499948331033309e+01
3.294732885188321525e+00,1.170526711481167936e+01
3.176236670918326066e+00,1.182376332908167349e+01
3.604771754399850980e+00,1.139522824560014946e+01
5.301509376312814936e+00,9.698490623687185064e+00
4.202324899795237378e+00,1.079767510020476351e+01
2.654010938700818834e+00,1.234598906129918205e+01
2.902335313386473992e+00,1.209766468661352690e+01
4.957025782611884424e+00,1.004297421738811558e+01
4.442700492357099407e+00,1.055729950764290059e+01
5.944928339247415927e+00,9.055071660752584961e+00
5.094443864764551577e+00,9.905556135235448423e+00
4.643814811214996396e+00,1.035618518878500360e+01
4.244325268549937746e+00,1.075567473145006225e+01
4.196496704233773301e+00,1.080350329576622670e+01
6.346364053368830582e+00,8.653635946631169418e+00
3.685208071988719691e+00,1.131479192801127986e+01
3.998367459805034052e+00,1.100163254019496506e+01
1.566554562496369485e+00,1.343344543750363052e+01
2.043260897485049910e+00,1.295673910251495009e+01
5.574540054225657570e+00,9.425459945774342430e+00
2.634825468262201653e+00,1.236517453173779835e+01
6.014731515815665119e+00,8.985268484184334881e+00
4.111409944078708634e+00,1.088859005592129137e+01
4.764917538996738422e+00,1.023508246100326247e+01
4.679155688220946629e+00,1.032084431177905337e+01
4.851575843132179600e+00,1.014842415686782040e+01
4.038945645186225342e+00,1.096105435481377555e+01
5.364915029603968044e+00,9.635084970396032844e+00
4.478888894169227086e+00,1.052111110583077291e+01
3.396689334284102024e+00,1.160331066571589886e+01
4.447957493605714241e+00,1.055204250639428665e+01
3.998875491013820227e+00,1.100112450898618022e+01
4.947676696257333084e+00,1.005232330374266780e+01
5.444569760708800388e+00,9.555430239291199612e+00
5.101858546330476862e+00,9.898141453669524026e+00
2.360666732694230330e+00,1.263933326730576923e+01
3.686553890579746806e+00,1.131344610942025319e+01
4.572319099105522255e+00,1.042768090089447774e+01
4.112578075074036832e+00,1.088742192492596317e+01
3.336916517108017288e+00,1.166308348289198271e+01
3.727210615172017683e+00,1.127278938482798232e+01
5.264798345944334379e+00,9.735201654055664733e+00
4.015055241201238800e+00,1.098494475879876120e+01
3.045785284174097551e+00,1.195421471582590200e+01
3.394834947009436554e+00,1.160516505299056433e+01
4.218307330297682789e+00,1.078169266970231632e+01
4.542938156415445405e+00,1.045706184358455459e+01
4.672041895073823170e+00,1.032795810492617683e+01
4.987593225856619128e+00,1.001240677414338087e+01
2.762911544793372087e+00,1.223708845520662791e+01
6.590083130099894326e+00,8.409916869900104786e+00
5.671089499155343105e+00,9.328910500844656895e+00
4.014849242185491995e+00,1.098515075781450889e+01
3.560553595481021461e+00,1.143944640451897854e+01
3.421624791386249864e+00,1.157837520861374969e+01
3.822123533073827240e+00,1.117787646692617187e+01
3.088276661073788176e+00,1.191172333892621182e+01
5.421888312986234304e+00,9.578111687013766584e+00
4.417758095917591277e+00,1.058224190408240872e+01
3.452143886062965183e+00,1.154785611393703526e+01
4.289915773015356315e+00,1.071008422698464457e+01
3.251217763404209649e+00,1.174878223659579035e+01
4.069823840760583344e+00,1.093017615923941577e+01
3.575560453899895741e+00,1.142443954610010337e+01
3.919594398620546816e+00,1.108040560137945363e+01
2.694623964664663696e+00,1.230537603533533542e+01
4.311076403812396762e+00,1.068892359618760324e+01
3.822800656064813563e+00,1.117719934393518599e+01
2.928548802548946561e+00,1.207145119745105433e+01
4.741516559228649008e+00,1.025848344077135010e+01
4.006780341620038932e+00,1.099321965837996018e+01
2.604775685563750720e+00,1.239522431443624839e+01
4.503480927749214935e+00,1.049651907225078418e+01
3.983604044634733832e+00,1.101639595536526528e+01
1.504301501063353363e+00,1.349569849893664752e+01
2.430315080455800469e+00,1.256968491954419953e+01
3.445360275736899958e+00,1.155463972426310093e+01
4.881961441480293651e+00,1.011803855851970724e+01
3.830631052109085832e+00,1.116936894789091461e+01
5.628688874814412380e+00,9.371311125185588509e+00
4.204187267980631582e+00,1.079581273201936753e+01
4.665123920105174626e+00,1.033487607989482626e+01
3.930151012014806433e+00,1.106984898798519268e+01
3.573887878576124333e+00,1.142611212142387522e+01
